"pieces","moderated._seconds","moderated._nanoseconds","updated._seconds","updated._nanoseconds","location._latitude","location._longitude","originalUrl","published","id","owner_id","categories.0.number","categories.0.leafkey","categories.0.brand","moderator_id","categories.1.number","categories.1.leafkey","categories.1.brand","categories.2.number","categories.2.leafkey","categories.2.brand","categories.3.leafkey","categories.3.brand","categories.3.number","categories.4.number","categories.4.leafkey","categories.4.brand","categories.5.number","categories.5.leafkey","categories.5.brand","categories.6.leafkey","categories.6.brand","categories.6.number","categories.7.number","categories.7.leafkey","categories.7.brand","categories.8.number","categories.8.leafkey","categories.8.brand","categories.9.number","categories.9.leafkey","categories.9.brand","categories.10.number","categories.10.leafkey","categories.10.brand","categories.11.leafkey","categories.11.brand","categories.11.number","categories.12.number","categories.12.leafkey","categories.12.brand","categories.13.number","categories.13.leafkey","categories.13.brand","categories.14.leafkey","categories.14.brand","categories.14.number","categories.15.number","categories.15.leafkey","categories.15.brand","categories.16.number","categories.16.leafkey","categories.16.brand","categories.17.leafkey","categories.17.brand","categories.17.number","categories.18.leafkey","categories.18.brand","categories.18.number","categories.19.leafkey","categories.19.brand","categories.19.number","categories.20.number","categories.20.leafkey","categories.20.brand","categories.21.number","categories.21.leafkey","categories.21.brand","categories.22.leafkey","categories.22.brand","categories.22.number","categories.23.number","categories.23.leafkey","categories.23.brand","categories.24.leafkey","categories.24.brand","categories.24.number","categories.25.number","categories.25.leafkey","categories.25.brand","categories.26.number","categories.26.leafkey","categories.26.brand","categories.27.leafkey","categories.27.brand","categories.27.number","categories.28.number","categories.28.leafkey","categories.28.brand","categories.29.number","categories.29.leafkey","categories.29.brand","categories.30.leafkey","categories.30.brand","categories.30.number","categories.31.leafkey","categories.31.brand","categories.31.number","categories.32.leafkey","categories.32.brand","categories.32.number","categories.33.number","categories.33.leafkey","categories.33.brand","categories.34.number","categories.34.leafkey","categories.34.brand","categories.35.number","categories.35.leafkey","categories.35.brand","categories.36.leafkey","categories.36.brand","categories.36.number","categories.37.number","categories.37.leafkey","categories.37.brand","categories.38.number","categories.38.leafkey","categories.38.brand","categories.39.number","categories.39.leafkey","categories.39.brand","categories.40.leafkey","categories.40.brand","categories.40.number","categories.41.leafkey","categories.41.brand","categories.41.number","categories.42.leafkey","categories.42.brand","categories.42.number","categories.43.number","categories.43.leafkey","categories.43.brand","categories","categories.0.leafKey","categories.1.leafKey","description","categories.2.leafKey","categories.3.leafKey"
34,1558979880,212000000,1558976740,468000000,51.410088333333334,-2.4428583333333336,,true,"SG2CWLxn2xBzNwKDx0FM",,,,,"YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1566401763,214000000,1566386905,487000000,51.51644425549981,-0.022501715630417612,,true,"SG3dJ9dtd8QNn1aug0mu","qFea5Xsd3BUvXTBwtGGVVQ0ICIJ3",1,"131","Protec","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1567353143,279000000,1567341722,719000000,51.458614409630776,-0.3078273634992531,,true,"SGjJQkXdYVYiuT5oi6k5","pFQRQldLgcWsTcmCe8FpA0VOl9G2",3,"113","Cadbury","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1565380434,474000000,1565356001,937000000,50.289995,-4.780663333333333,,true,"SH0djsl83X0BC3fjYfeL","HEZdTFHBdwMffO3ZCUNNWvjx6J52",2,"113","Vimto","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",3,"113","Maoam",10,"103","Unbranded","1012","Unknown",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1559411028,595000000,1559388463,267000000,50.14490897222222,-5.0678339999999995,,true,"SHXl1ImVoUoJ8TpyLSfm",,2,"106","JS","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1569670570,185000000,1569666856,466000000,51.5415972,-0.0210689,,true,"SHf3VHWLEzaYyhdBX4IO","KsmrqSRPjiU22V3xY29S6SxZNc42",16,"1052","No","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1563993414,135000000,1563980671,275000000,51.48514055554976,-0.9554142143190854,,true,"SHuM32twi8fGqL4udjZ6","s3KKToVnhvOfglKuzOuFlqh1z1g2",1,"115","Tesco","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1555325041,149000000,1555066406,903000000,51.51632561174929,-0.02204328828018873,,true,"SI88Dgk9JzHZQhO3M4ms",,20,"131","Whatever","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1553601838,121000000,1553600754,201000000,29.2243436,-81.014843,,true,"SIQsnKkm66HxdYEadMM0",,,,,"YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1569090360,512000000,1569087053,247000000,51.53093645747994,-0.09607935227725586,,true,"SIydB51yuy6vxJOnvUp5","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",1,"113","Haribo","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",1,"113","Millions",1,"109","Space raiders","1001","Special K",1,1,"1001","Barny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1554966596,532000000,1554907771,155000000,51.51150419973725,-0.17564886779468042,,true,"SJOyVwR7PBEGiMkXhuhb",,0,"1001","P","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1555325037,439000000,1555066029,5000000,51.516522426898085,-0.022315749995608782,,true,"SJr2RZnzxJVfvK2XUsH7","YKGJ1LncxEYCUl9YDJFBrWn7FN12",1,"1003","Coca cola","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1556289929,87000000,1556275771,254000000,51.51645,-0.022152833333333333,,true,"SKuJR24tEzULLR1tUKC5",,2,"1001","Walkers","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1562958362,382000000,1562931094,401000000,51.516128849599994,-0.02226251118418737,,true,"SLwLEdklIZNardblRWNO","utMstOxPI1fmgRtgIKJg1Q8Q6bo1",36,"1012","Polystyrene","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",14,"131","No idea what it is",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1570307040,109000000,1570299594,1000000,51.11197694444444,0.4514680555555556,,true,"SM016Y5aSs11d7E0bFQx","DaARMs9gz5Md5KtEBRQUmVgL8YY2",1,"1026","Broken rubber dog toy / ball","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1564879783,408000000,1564841175,773000000,51.440863929008984,0.7705028308400734,,true,"SN4uhlPNsjAPdzwRSXn9","rnuq0MozaqRajcEjayl2U217WI03",,,,"zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1560378526,206000000,1560263459,849000000,51.83973,1.2635166666666666,,true,"SNwHbtQoMI9CmyImtHwZ","5kgKtotDmYPDOybMmGoSbKweddN2",1,"1050","Monster","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1569068818,942000000,1569068553,799000000,51.462500000000006,-0.9497222222222222,,true,"SOMPonfYyGgxD38rLvk8","z22seXBoN0fYqYJPlwN1Be5u23H3",1,"1003","Ribena","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1566368622,69000000,1566333344,847000000,51.5313,-0.09763616666666668,,true,"SOoLBGRabAJm99yzPJVQ","Ya5uEY4vzKNs1A23jWvFGBjWQLG3",20,"131","None","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1567353120,69000000,1567341736,274000000,51.45807166666667,-0.3068633333333333,,true,"SPLrqmctZfmM44H09RSp","1JfRabYgyZV6nEZZTMTaTrSnrze2",10,"130","None","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1560633451,647000000,1560614630,789000000,53.2350587,-0.5445291,,true,"SPjvoyzsIOgXlgndtLJG","V395mHRSaLVCMdvNZKPxWrnuGc23",1,"1020","Unknown","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1553540764,670000000,1553513065,157000000,29.235436,-81.0114625,,true,"SQYbb8dhDkBpBJD5hteO",,,,,"YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1555325044,886000000,1555066463,934000000,51.51637525359369,-0.022060231579483745,,true,"SRkM5PVQn7FyfpBTFK83",,2,"1013","No brand","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1563059106,396000000,1563022407,924000000,51.54163168325085,-0.02107482708945458,,true,"SRnSMBFjKtxUaIsbtySO","zel7mCtFeuX82ZBjNBxqPdzs7mp1",9,"103","X","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1554322562,858000000,1554322417,34000000,41.7757128,-72.7165816,,true,"SSFoswjUyYEIcgjz702Z",,,,,"YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1566401766,487000000,1566386424,431000000,51.51613438546643,-0.02263080988101788,,true,"SSZSimvCtHelHXYdDOEv","Vox8NsJm5INZJMXZ0wNDrbEdsDR2",1,"1000","Sainsbury","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",1,"1002","Rowan hill bakery",1,"1000","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1555325048,740000000,1555066018,397000000,51.51640385111984,-0.022286662657372627,,true,"STaAG7rVIydJfix3R9yY",,1,"1065","Coke","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1562484477,997000000,1561198660,295000000,51.51615245287114,-0.02204951076723986,,true,"STcwjcKBMrlUMjBe99QR","YKGJ1LncxEYCUl9YDJFBrWn7FN12",1,"1050","Boost","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1560378513,128000000,1560295408,63000000,39.9983345,-82.8804658,,true,"STumPxu7aSBvaXwO9UAG",,1,"1020","Mylar","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1562484465,41000000,1561199091,105000000,51.5165259,-0.0218788,,true,"STwfkmm13hwklrPQlrpy","hYenApZ1YDVBn1y72E39sPK6UfC3",1,"1019","Bucket","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1555441004,296000000,1555440763,453000000,55.32637833333333,11.975608333333334,,true,"SUqfGViuphjZiCsJ1k2k","JWvq3XEngdULUU5GJfMLEehflkk1",,,,"YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1562484419,301000000,1561206529,992000000,51.51627317292165,-0.02206822645651322,,true,"SVK9Z56BS0lkubboTir2","hL5OrV2y1JcZKM1aNb1Qt6HySDh1",12,"1000","All","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1566310868,465000000,1566301140,872000000,51.51830192662627,-0.17531691159931698,,true,"SVWy3wheAumcqKsZJTI0","qxdEuA9ZGpPdweRqdbeScQCYbUj1",3,"109","Bobbys, SunChips,","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1554966598,716000000,1554934054,971000000,38.9017301,-77.2527505,,true,"SVnfb15lYZ5HJZ2Eh7KZ",,1,"1011","Darnel","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1559295732,166000000,1559285940,27000000,51.387455,-2.398125,,true,"SW6SvJPZ2mitx8gORGuw","wq0vukjRnhhEFONVEh9QrHQCZiK2",,,,"YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1562484439,729000000,1561199563,846000000,51.5165957,-0.0219822,,true,"SW7NZ5QhF9lmUw5vLsjV","QwTrtg6UJ1MuCUQay6aykfeOzKN2",1,"1050","Na","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1562484323,696000000,1561286249,522000000,51.54105871798398,-0.02055054237032946,,true,"SWALP8H0AvdL6ijKWiCZ","YFQo0s3iavNArj6sxDni3T4UCjY2",4,"103","Fanta","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1562484445,230000000,1561199736,988000000,51.51635383208221,-0.021852172104520878,,true,"SWXa4Stzvgnjz8bRA1oY","6CBcm4p68tV54wgQRl4P4QNpLZt1",1,"1067","None","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1563123967,642000000,1563103766,796000000,51.518256668238884,-0.1756632456418289,,true,"SWg7bPYcknyjYmjfN5ld","wd2iq78amAOq3mVevUK5ctb7ThY2",1,"112","Cadburys","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1567452279,703000000,1567441400,107000000,51.483223055555555,-0.1678561111111111,,true,"SWhrmzCv5O05DoZ84Z3j","DaARMs9gz5Md5KtEBRQUmVgL8YY2",1,"131","Oringina bottle top","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1551366392,403000000,1551346652,280000000,51.4319453,-0.9778741,,true,"SX1umScx3YzYH8cXJEyR",,,,,"YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1569067134,85000000,1569063287,724000000,51.51817628139196,-0.17411855108399554,,true,"SX3FOLpiZ2GKkFRk563Y","69cWT8xuljWaHlfhA0iKuRvjXN02",1,"1065","White rock","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1555325052,254000000,1555150280,193000000,51.57319239131599,-0.05900962360211611,,true,"SXFTPCS7kVqj7aB9RnJo",,1,"1003","Yazoo","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1569093495,868000000,1569074770,851000000,51.50789842445372,-0.05171176800271581,,true,"SXbCiiCY7p36sgE2xMs0","4W1GFHmwKsdVafvo2E1B19UIgsC3",3,"1065","Lucozade","zHm4JXEFN3WQ0xUdeR0bYSUCBBM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1562484328,636000000,1561227273,781000000,53.13071298673513,0.3421707292607082,,true,"SXcZmYcRPLn6KTNdiEAG","fBnXxXdQ0zdntDpDJTcNANRHWpK2",1,"1000","Lidl","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",8,"1020","Unknown",10,"127","Unknown","1007","Unknown",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1569119580,71000000,1569114759,931000000,43.316425,-81.76216166666667,,true,"SXjSP8yZZ1Asd6tyA0SQ","vMT8LlCrfjY8tVpw67VCmyum1mM2",1,"1043","Birkenstock’s","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1562958318,743000000,1562931303,156000000,51.5160373,-0.0225418,,true,"SXzqoBHFCut7hCGcVdI4","rwBmLnyeGgPS2lTSQvchG7Ya6lb2",1,"1065","Smirnoff","DsmVfqPSE7Q9UKdoqhmbFtVdydJ3",1,"1065","Buxton",1,"1065","Coca cola","1065","None",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1555325055,804000000,1555245727,134000000,51.6518216,-1.2673936,,true,"SYIPGH7sCFxIDnewPnx3","Zsh4p3Cq5YNivqbsEtlhI0NhWsA3",1,"131","Coca cola","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1560777385,251000000,1560772210,498000000,38.5041649,-75.0517657,,true,"SYYjCoPxiEhKkzgt0gTn",,2,"1050","Lite","OjhLsNEBW8ZD3FtW0yMZ1DCyktu1",3,"116","Whatever",1,"1003","Purified","1033","Pampers",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1556110341,717000000,1556106300,35000000,38.8607156,-77.2559089,,true,"SZ8tiImGfb3zTk4Xxt9I",,1,"1003","Gatoraide","YKGJ1LncxEYCUl9YDJFBrWn7FN12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
